9.336341232507169963e+00	9.776744155076446674e+00	1.040526046641563340e+01	1.127987220160760096e+01	1.251100419461020863e+01	1.422202524939870116e+01	1.676460295929212663e+01	2.058555645217270325e+01	2.643676494689670164e+01	3.598217110454902468e+01	5.609842931871195759e+01	1.105531087270283024e+02	1.272841380566102316e+02	1.352270959903919447e+02	1.208097997845751479e+02	1.082513802509740515e+02	9.893080057775776481e+01	9.211614454675712693e+01	8.716772667222852533e+01	8.362310971597904086e+01
9.345464949090615647e+00	9.790734367585113063e+00	1.042324482269450137e+01	1.130303478847229925e+01	1.254211653129331694e+01	1.426733705365295357e+01	1.684080115229500763e+01	2.073672427524348549e+01	2.677409451311821442e+01	3.671036330890073884e+01	5.780727285362503665e+01	2.484973375766370509e+02	4.410280805414986105e+01	4.514479986949090318e+01	8.188409929995458469e+01	9.348685388848454636e+01	8.924047793548679408e+01	8.426740231372669143e+01	8.030298916654300001e+01	7.734890842309789605e+01
9.362352422102862448e+00	9.812582537462223087e+00	1.045159823167750801e+01	1.134121695134581742e+01	1.259536246045473540e+01	1.434709986731135700e+01	1.697204694289622751e+01	2.098357679952982124e+01	2.729194245389965090e+01	3.778632330687512564e+01	5.946215994873153932e+01	1.895598654922598314e+02	4.883379656051879891e+01	3.764613075319292079e+01	3.244894714789549539e+01	3.107881650319386679e+01	3.453384700626379100e+01	5.705359347461814679e+01	6.295455458593130516e+01	6.357619645468508907e+01
9.387960696782975845e+00	9.845448977339568586e+00	1.049511349484728129e+01	1.140103311519688134e+01	1.268070771330798507e+01	1.447574954036758399e+01	1.718054122133165862e+01	2.135483164832283975e+01	2.800756491030217887e+01	3.911580879900547103e+01	6.057805643227989378e+01	2.209343436008841763e+02	7.869842332661343676e+01	5.542909755866116939e+01	4.275389103285234427e+01	3.456506215501566714e+01	2.938817002159951031e+01	2.621589146923136937e+01	2.441374638762742322e+01	2.349181520022769476e+01
9.425187063272684185e+00	9.893391306211951175e+00	1.055902507933442891e+01	1.148950319587210700e+01	1.280734343779967332e+01	1.466518077677665843e+01	1.747964887816112167e+01	2.185377236794297318e+01	2.886010887210846931e+01	4.041969544599901809e+01	6.081439879197142773e+01	4.159071867287509576e+02	1.368795884767549751e+02	9.418478187568746307e+01	7.104773376644996574e+01	5.596299051898825638e+01	4.564511303627206473e+01	3.859369665541115069e+01	3.380122463890671725e+01	3.055589723497107357e+01
9.476596562229463672e+00	9.959728728507233342e+00	1.064727037046131919e+01	1.161127245379148931e+01	1.298007455516341579e+01	1.491761234222614618e+01	1.786019587722002910e+01	2.243187925617168332e+01	2.969296275416560960e+01	4.131349270251224937e+01	6.021687436077858280e+01	3.515868917832810325e+02	2.139132335455993257e+02	1.536955465525192892e+02	1.168920674358156475e+02	9.200350263368065384e+01	7.488091715829969530e+01	6.306019330200201978e+01	5.490849417008021760e+01	4.925736383346838920e+01
9.541522200879990478e+00	1.004356729676079141e+01	1.075853662224444918e+01	1.176313313100590463e+01	1.319134760544506513e+01	1.521506389779502477e+01	1.827672098575917303e+01	2.298336983763971020e+01	3.028967039440924935e+01	4.150488134665826578e+01	5.877446702400712297e+01	3.644985234221165911e+02	2.723168002156100442e+02	2.050883191292468837e+02	1.592789918908554228e+02	1.236328845259775022e+02	9.882649617810072584e+01	8.166685629414021719e+01	6.987536912858000449e+01	6.181628162524453529e+01
9.614340022100371641e+00	1.013749203720593428e+01	1.088197003258830620e+01	1.192870737838420325e+01	1.341446558554883239e+01	1.551234390814097708e+01	1.864863428768268960e+01	2.337431349478049114e+01	3.047942546287963950e+01	4.095793224977653324e+01	5.670957863303489432e+01	4.373921286177028378e+02	2.911488239919242460e+02	2.339077485818770583e+02	1.866088567805434764e+02	1.499440614574239987e+02	1.229602614403436860e+02	1.034656667971720054e+02	8.948722855745063498e+01	7.945631605107169548e+01
9.684147914805301127e+00	1.022724039946183794e+01	1.099795406851112034e+01	1.207926772728825071e+01	1.360690769640606135e+01	1.574585783149606399e+01	1.888653826909305522e+01	2.349640654186683264e+01	3.021131326075274615e+01	3.983739670537980970e+01	5.435495953548793580e+01	1.042039168948963237e+02	2.898446430392025377e+02	2.379847549070099433e+02	1.933555005695748434e+02	1.618492091122045053e+02	1.377809152605075553e+02	1.196037666620811279e+02	1.061132772632780217e+02	9.627840068309183152e+01
9.739544596978502611e+00	1.029728920370045309e+01	1.108500270323018810e+01	1.218474700708306990e+01	1.372625076940819611e+01	1.585885052505302539e+01	1.892756571655946018e+01	2.330993244411666154e+01	2.953467319349543629e+01	3.833988306904237930e+01	5.193694355115545136e+01	9.715761595307196785e+01	2.917949705761253654e+02	2.388021156386315909e+02	1.990014803080836998e+02	1.700287953398445495e+02	1.482973471780254613e+02	1.319890638129444369e+02	1.198043229061301247e+02	1.107714054348442545e+02
9.772839859277498320e+00	1.033725209794437205e+01	1.112902644507877525e+01	1.222594088742462404e+01	1.374775186875944577e+01	1.582473083759618149e+01	1.875711746494563670e+01	2.284799472880511928e+01	2.855392300019595808e+01	3.662654474364343571e+01	4.956409145246833958e+01	1.130840207898097560e+02	3.112446644968442797e+02	2.556462263432914028e+02	2.153399732742409185e+02	1.858360426089521127e+02	1.640586417084459754e+02	1.479612480421133967e+02	1.360919655384814746e+02	1.273798891233580974e+02
9.782751241915859097e+00	1.034519853814621193e+01	1.112719051981466656e+01	1.220012920344941953e+01	1.367140406861531687e+01	1.565293990356726894e+01	1.840862642748259859e+01	2.218731534529806027e+01	2.739727095889135455e+01	3.484301880542591334e+01	4.731632896139529976e+01	2.787261182735232978e+02	3.531525745271071060e+02	2.923813759393376586e+02	2.481395840377587092e+02	2.157133282717625207e+02	1.918950911262356840e+02	1.744290144279368349e+02	1.616629765225589210e+02	1.523797026552730074e+02
9.773017637173705197e+00	1.032585763632062026e+01	1.108672119094081410e+01	1.211867936769999865e+01	1.351742446301758349e+01	1.538004619195697309e+01	1.794658544636284958e+01	2.142764535732012376e+01	2.619786635973308364e+01	3.312132111371676046e+01	4.532999037394325370e+01	1.766932254615245768e+02	4.192994801612073843e+02	3.502830400185429198e+02	3.003980446661860242e+02	2.638671645846634419e+02	2.369930941178305943e+02	2.172312479414787276e+02	2.027546775477662209e+02	1.922138311049380377e+02
9.749669047267200739e+00	1.028754835413596957e+01	1.101967661743974958e+01	1.200054716023296564e+01	1.331631489754386344e+01	1.505531346884342980e+01	1.744648533117101152e+01	2.067157988292345294e+01	2.506661923965673111e+01	3.156790785373073049e+01	4.365303889914657987e+01	6.536761734068077203e+02	5.189814522393452307e+02	4.359431132931293860e+02	3.770328319704103137e+02	3.344686537656223209e+02	3.033985035526602587e+02	2.806263920111404673e+02	2.639456166164073352e+02	2.517763718415893948e+02
9.718495493382610206e+00	1.023881433188610579e+01	1.093890337064789264e+01	1.186556541364693373e+01	1.309945839336672258e+01	1.472662155073546231e+01	1.697703765150422583e+01	2.000689460642032458e+01	2.408922639426766565e+01	3.024601257021430101e+01	4.228817996421931724e+01	4.047742471898252461e+02	6.708889377890916421e+02	5.643806761992381098e+02	4.902248092808273441e+02	4.376134685139719522e+02	3.996985056753854906e+02	3.721237720055742670e+02	3.520031867014677118e+02	3.373429709635421432e+02
9.684175671270825347e+00	1.018648956678596385e+01	1.085488086521948503e+01	1.173033968319040810e+01	1.289197417427286219e+01	1.443058716833729882e+01	1.658792056284004701e+01	1.949619487989432542e+01	2.332006403046737830e+01	2.917714236887139378e+01	4.120412275079250009e+01	1.097350192735029282e+02	9.634949890313617971e+02	7.600652398889621963e+02	6.596289903074002723e+02	5.897694337839607215e+02	5.402983318741878520e+02	5.047331399409507640e+02	4.789427641316591462e+02	4.601948749870896336e+02
9.650116141246961377e+00	1.013544897040399029e+01	1.077520461722932588e+01	1.160614375434897205e+01	1.270974233992859581e+01	1.418798151799612661e+01	1.630472267985895485e+01	1.917555901402320728e+01	2.279566904729433574e+01	2.836456654796826982e+01	4.038100437358473727e+01	1.039146752928837429e+02	2.056413238546953437e+02	1.061325202281843985e+03	9.181568202867567834e+02	8.176873011574366501e+02	7.479631086755620117e+02	6.986574771200901068e+02	6.632660523034944617e+02	6.376602692288115577e+02
9.618426390880930654e+00	1.008895128184241230e+01	1.070405094778969435e+01	1.149872810228838738e+01	1.255942759942517384e+01	1.400457108708761389e+01	1.613037967001379869e+01	1.905605046167723060e+01	2.255997169545580050e+01	2.783219080619552699e+01	3.984429267163327637e+01	1.034339670697351892e+02	8.569820310798943410e+02	6.672077983789308746e+02	1.319769640790433641e+03	1.165847035419961003e+03	1.059311201484472576e+03	9.854481645356372610e+02	9.332511297480168651e+02	8.958297496504093260e+02
9.590252809400755751e+00	1.004842268790170223e+01	1.064357509514914923e+01	1.140992485986156879e+01	1.244102035559530961e+01	1.387531475183488183e+01	1.605058800759958260e+01	1.912180912549270317e+01	2.266852145354832260e+01	2.768424167077150599e+01	3.973031921785309351e+01	1.038798412796655413e+02	1.212858881644837794e+02	2.001578848221368219e+02	2.002624731771437609e+03	1.708362168883221557e+03	1.534544505099573826e+03	1.415078822284267517e+03	1.332281225886115863e+03	1.273813956755600657e+03
9.566559066833571379e+00	1.001463684482841465e+01	1.059400246806432300e+01	1.133905108019461316e+01	1.235083535436081092e+01	1.378947831143069536e+01	1.604125064573862147e+01	1.933124576051178067e+01	2.313196889751629470e+01	2.812170907562557431e+01	4.047347649964601146e+01	1.050106722021503316e+02	2.080557662298682544e+02	3.044806456478752921e+02	2.330352446244513885e+03	2.521218796038866458e+03	2.273261211561200525e+03	2.067997342229466994e+03	1.927509414663962161e+03	1.830209806408623763e+03
